1344,Cape Fear (1962),Crime|Drama|Thriller
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
1346,Cat People (1982),Drama|Fantasy|Horror
132422,Da Sweet Blood of Jesus (2014),Comedy|Romance|Thriller
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller
83270,Made in Dagenham (2010),Comedy|Drama
1352,Albino Alligator (1996),Crime|Thriller
1354,Breaking the Waves (1996),Drama|Mystery
132424,The Longest Ride (2015),Drama|Romance
1355,Nightwatch (1997),Horror|Thriller
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1357,Shine (1996),Drama|Romance
116044,Christmas in Connecticut (1992),Comedy|Romance
1358,Sling Blade (1996),Drama
1359,Jingle All the Way (1996),Children|Comedy
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
34129,Rebound (2005),Comedy
50514,After the Wedding (Efter brylluppet) (2006),Drama
1365,Ridicule (1996),Drama
1367,101 Dalmatians (1996),Adventure|Children|Comedy
1370,Die Hard 2 (1990),Action|Adventure|Thriller
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
34143,Dark Water (2005),Drama|Horror|Thriller
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
1377,Batman Returns (1992),Action|Crime
1378,Young Guns (1988),Action|Comedy|Western
66915,Rock-A-Doodle (1991),Adventure|Animation|Children|Musical
1379,Young Guns II (1990),Action|Western
1380,Grease (1978),Comedy|Musical|Romance
132454,Girltrash: All Night Long (2014),Comedy|Crime|Drama
1381,Grease 2 (1982),Comedy|Musical|Romance
1382,Marked for Death (1990),Action|Drama
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi
1385,Under Siege (1992),Action|Drama|Thriller
34153,Murderball (2005),Documentary
1387,Jaws (1975),Action|Horror
1388,Jaws 2 (1978),Horror|Thriller
132462,Sword of Vengeance (2014),Action|Adventure|Drama
1389,Jaws 3-D (1983),Action|Horror
1390,My Fellow Americans (1996),Comedy
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1392,Citizen Ruth (1996),Comedy|Drama
1393,Jerry Maguire (1996),Drama|Romance
1394,Raising Arizona (1987),Comedy
34162,Wedding Crashers (2005),Comedy|Romance
1395,Tin Men (1987),Comedy|Drama
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
34164,Happy Endings (2005),Comedy|Drama
1397,Bastard Out of Carolina (1996),Drama
1398,In Love and War (1996),Romance|War
1399,Marvin's Room (1996),Drama
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
1401,Ghosts of Mississippi (1996),Drama
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1409,Michael (1996),Comedy|Drama|Fantasy|Romance
1411,Hamlet (1996),Crime|Drama|Romance
1412,Some Mother's Son (1996),Drama
1414,Mother (1996),Comedy
1416,Evita (1996),Drama|Musical
99721,Texas Chainsaw 3D (2013),Horror|Mystery|Thriller
132488,Lovesick (2014),Comedy|Romance
1419,Walkabout (1971),Adventure|Drama
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1423,Hearts and Minds (1996),Drama
1425,Fierce Creatures (1997),Comedy
99728,Gangster Squad (2013),Action|Crime|Drama
1426,Zeus and Roxanne (1997),Children
132496,Danny Collins (2015),Comedy|Drama
1427,Turbulence (1997),Action|Thriller
148881,World of Tomorrow (2015),Animation|Comedy
1428,Angel Baby (1995),Drama
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
1430,Underworld (1996),Comedy|Thriller
1431,Beverly Hills Ninja (1997),Action|Comedy
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller
181659,Craig Ferguson: Tickle Fight (2017),Comedy
148888,Zoolander 2 (2016),Comedy
1438,Dante's Peak (1997),Action|Thriller
1439,Meet Wally Sparks (1997),Comedy
1440,Amos & Andrew (1993),Comedy
1441,Benny & Joon (1993),Comedy|Romance
1442,Prefontaine (1997),Drama
1445,McHale's Navy (1997),Comedy|War
1446,Kolya (Kolja) (1996),Comedy|Drama
1447,Gridlock'd (1997),Crime
1449,Waiting for Guffman (1996),Comedy
50601,Bridge to Terabithia (2007),Adventure|Children|Fantasy
116138,Leviathan (2014),Drama
1454,SubUrbia (1997),Comedy|Drama
1457,Fools Rush In (1997),Comedy|Drama|Romance
1458,Touch (1997),Drama|Fantasy|Romance
50610,Beer League (2006),Comedy
1459,Absolute Power (1997),Mystery|Thriller
1460,That Darn Cat (1997),Children|Comedy|Mystery
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
50613,Dead Meat (2004),Horror
99764,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1465,Rosewood (1997),Action|Drama
1466,Donnie Brasco (1997),Crime|Drama
1468,Booty Call (1997),Comedy|Romance
1473,Best Men (1997),Action|Comedy|Crime|Drama
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy
1475,Kama Sutra: A Tale of Love (1996),Romance
1476,Private Parts (1997),Comedy|Drama
1477,Love Jones (1997),Romance
1480,Smilla's Sense of Snow (1997),Drama|Thriller
116169,Reign of Assassins (2010),Action
1483,Crash (1996),Drama|Thriller
1485,Liar Liar (1997),Comedy
1487,Selena (1997),Drama|Musical
1489,Cats Don't Dance (1997),Animation|Children|Musical
1490,B*A*P*S (1997),Comedy
1493,Love and Other Catastrophes (1996),Romance
181719,Serving in Silence: The Margarethe Cammermeyer Story (1995),(no genres listed)
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
1496,Anna Karenina (1997),Drama|Romance
1497,Double Team (1997),Action
1498,Inventing the Abbotts (1997),Drama|Romance
1499,Anaconda (1997),Action|Adventure|Thriller
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
165343,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),Comedy|Horror|Sci-Fi|Thriller
1502,Kissed (1996),Drama|Romance
148956,How to Be Single (2016),Comedy|Romance
1503,8 Heads in a Duffel Bag (1997),Comedy
34271,Hustle & Flow (2005),Crime|Drama
165347,Jack Reacher: Never Go Back (2016),Action|Crime|Drama|Mystery|Thriller
50658,49 Up (2005),Documentary
1507,Paradise Road (1997),Drama|War
1513,Romy and Michele's High School Reunion (1997),Comedy
1514,Temptress Moon (Feng Yue) (1996),Romance
132584,The Even Stevens Movie (2003),Children|Comedy
1515,Volcano (1997),Action|Drama|Thriller
1516,Children of the Revolution (1996),Comedy
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1518,Breakdown (1997),Action|Thriller
116207,Zulu (2013),Crime|Drama|Thriller
1519,Broken English (1996),Drama
148978,Blue Exorcist: The Movie (2012),Animation|Fantasy|Horror|Mystery
34292,Hardware (1990),Action|Horror|Sci-Fi
148982,Devil Dog: The Hound of Hell (1978),Horror
1526,Fathers' Day (1997),Comedy
1529,Nowhere (1997),Comedy|Drama
50685,Waitress (2007),Comedy|Drama|Romance
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1541,Addicted to Love (1997),Comedy|Romance
1542,Brassed Off (1996),Comedy|Drama|Romance
99846,Everything or Nothing: The Untold Story of 007 (2012),Documentary
132618,Kite (2014),Action|Crime|Drama|Mystery|Thriller
1545,Ponette (1996),Drama
1546,Schizopolis (1996),Comedy
1547,Shiloh (1997),Children|Drama
99853,Codependent Lesbian Space Alien Seeks Same (2011),Comedy|Romance|Sci-Fi
1549,Rough Magic (1995),Drama|Romance
1550,Trial and Error (1997),Comedy|Romance
1551,Buddy (1997),Adventure|Children|Drama
1552,Con Air (1997),Action|Adventure|Thriller
34321,Bad News Bears (2005),Children|Comedy
149011,He Never Died (2015),Comedy|Drama|Horror
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
34326,Last Days (2005),Drama
83480,Season of the Witch (2011),Adventure|Drama|Fantasy
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
34330,November (2004),Drama|Mystery
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
34332,Sky High (2005),Action|Adventure|Children|Comedy
1565,Head Above Water (1996),Comedy|Thriller
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
34334,Stealth (2005),Action|Adventure|Sci-Fi|Thriller
34336,Must Love Dogs (2005),Comedy|Romance
1569,My Best Friend's Wedding (1997),Comedy|Romance
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance
1573,Face/Off (1997),Action|Crime|Drama|Thriller
1574,Fall (1997),Romance
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1581,Out to Sea (1997),Comedy
1582,Wild America (1997),Adventure|Children
1584,Contact (1997),Drama|Sci-Fi
1585,Love Serenade (1996),Comedy
1586,G.I. Jane (1997),Action|Drama
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
1588,George of the Jungle (1997),Children|Comedy
50740,Seven Up! (1964),Documentary
1589,Cop Land (1997),Action|Crime|Drama|Thriller
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
132660,Man Up (2015),Comedy|Romance
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
34359,Georgy Girl (1966),Comedy
1592,Air Bud (1997),Children|Comedy
1593,Picture Perfect (1997),Comedy|Romance
1594,In the Company of Men (1997),Comedy|Drama
1596,Career Girls (1997),Drama
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1598,Desperate Measures (1998),Crime|Drama|Thriller
1599,Steel (1997),Action
1600,She's So Lovely (1997),Drama|Romance
1601,Hoodlum (1997),Crime|Drama|Film-Noir
1602,Leave It to Beaver (1997),Comedy
1603,Mimic (1997),Horror|Sci-Fi|Thriller
1604,Money Talks (1997),Action|Comedy
1605,Excess Baggage (1997),Adventure|Romance
1606,Kull the Conqueror (1997),Action|Adventure
1608,Air Force One (1997),Action|Thriller
1609,187 (One Eight Seven) (1997),Drama|Thriller
1611,My Own Private Idaho (1991),Drama|Romance
99917,Upstream Color (2013),Romance|Sci-Fi|Thriller
1613,Star Maps (1997),Drama
1614,In & Out (1997),Comedy
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1619,Seven Years in Tibet (1997),Adventure|Drama|War
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1621,Soul Food (1997),Drama
1623,Wishmaster (1997),Horror
1626,Fire Down Below (1997),Action|Drama|Thriller
1627,U Turn (1997),Crime|Drama|Mystery
1633,Ulee's Gold (1997),Drama
67168,Dance of the Dead (2008),Adventure|Comedy|Horror
34405,Serenity (2005),Action|Adventure|Sci-Fi
1639,Chasing Amy (1997),Comedy|Drama|Romance
50792,Catch and Release (2006),Comedy|Drama|Romance
165483,Joe Rogan: Triggered (2016),Comedy
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
50794,Smokin' Aces (2006),Action|Crime|Drama|Thriller
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
50796,Blood and Chocolate (2007),Drama|Fantasy|Horror|Romance
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
50798,Epic Movie (2007),Adventure|Comedy
1647,Playing God (1997),Crime|Drama|Thriller
1650,Washington Square (1997),Drama
50802,Because I Said So (2007),Comedy|Drama|Romance
165489,Ethel & Ernest (2016),(no genres listed)
1652,Year of the Horse (1997),Documentary
50804,Hannibal Rising (2007),Drama|Horror|Thriller
1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy
50806,Norbit (2007),Comedy|Romance
1655,Phantoms (1998),Drama|Horror|Thriller
1656,Swept from the Sea (1997),Drama|Romance
67193,Duplicity (2009),Crime|Romance|Thriller
1659,Hurricane Streets (1997),Drama
1660,Eve's Bayou (1997),Drama
67197,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller
1661,Switchback (1997),Crime|Mystery|Thriller
1662,Gang Related (1997),Crime
1663,Stripes (1981),Comedy|War
1665,Bean (1997),Comedy
1667,Mad City (1997),Action|Drama
34437,Broken Flowers (2005),Comedy|Drama
1670,Welcome to Sarajevo (1997),Drama|War
1671,Deceiver (1997),Crime|Drama|Thriller
1673,Boogie Nights (1997),Drama
1674,Witness (1985),Drama|Romance|Thriller
1675,Incognito (1997),Crime|Thriller
1676,Starship Troopers (1997),Action|Sci-Fi
1677,Critical Care (1997),Comedy|Drama
1679,Chairman of the Board (1998),Comedy
1680,Sliding Doors (1998),Drama|Romance
83601,Amer (2009),Drama|Horror
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
34450,Miracles - Mr. Canton and Lady Rose (1989),Action|Comedy|Crime|Drama
1684,Mrs. Dalloway (1997),Drama|Romance
1686,Red Corner (1997),Crime|Thriller
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
149146,Parasyte: Part 2 (2015),Horror|Sci-Fi
99992,Shadow Dancer (2012),Crime|Drama|Thriller
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
149144,Parasyte: Part 1 (2014),Horror|Sci-Fi
165529,Flowers for Algernon (2000),Drama
83613,Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX
1693,Amistad (1997),Drama|Mystery
1695,Artemisia (1997),Drama
1696,Bent (1997),Drama|War
50851,Cocaine Cowboys (2006),Documentary
1701,Deconstructing Harry (1997),Comedy|Drama
1702,Flubber (1997),Children|Comedy|Fantasy
1703,For Richer or Poorer (1997),Comedy
1704,Good Will Hunting (1997),Drama|Romance
1707,Home Alone 3 (1997),Children|Comedy
165551,Lion (2016),Drama
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
165549,Manchester by the Sea (2016),Drama
1713,Mouse Hunt (1997),Children|Comedy
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1718,Stranger in the House (1997),Thriller
50872,Ratatouille (2007),Animation|Children|Drama
1721,Titanic (1997),Drama|Romance
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
116411,Tangerines (2013),Drama
116413,Life Partners (2014),Comedy|Romance
132796,San Andreas (2015),Action|Drama|Thriller
1729,Jackie Brown (1997),Crime|Drama|Thriller
1730,Kundun (1997),Drama
67267,Sunshine Cleaning (2008),Comedy|Drama
116419,Drive Hard (2014),Action|Comedy|Crime
132800,Welcome to Me (2014),Comedy|Drama
1731,Mr. Magoo (1997),Comedy
1733,Afterglow (1997),Drama|Romance
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1735,Great Expectations (1998),Drama|Romance
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
100044,Human Planet (2011),Documentary
1746,Senseless (1998),Comedy
1747,Wag the Dog (1997),Comedy
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1752,Hard Rain (1998),Action|Crime|Thriller
1753,Half Baked (1998),Comedy
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
1755,Shooting Fish (1997),Comedy|Romance
34523,The Chumscrubber (2005),Comedy|Drama
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance
67295,Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy
1760,Spice World (1997),Comedy
34528,Junebug (2005),Comedy|Drama
1762,Deep Rising (1998),Action|Horror|Sci-Fi
34530,Deuce Bigalow: European Gigolo (2005),Comedy
100068,Comme un chef (2012),Comedy
34534,Four Brothers (2005),Action|Crime|Drama
1767,Music From Another Room (1998),Drama|Romance
34536,The Great Raid (2005),Action|Drama|War
1770,B. Monkey (1998),Crime|Romance|Thriller
1771,Night Flier (1997),Horror
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
34540,Pretty Persuasion (2005),Comedy|Drama
34542,Grizzly Man (2005),Documentary
100083,Movie 43 (2013),Comedy
1779,Sphere (1998),Sci-Fi|Thriller
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
1784,As Good as It Gets (1997),Comedy|Drama|Romance
1785,King of New York (1990),Crime|Thriller
1791,Twilight (1998),Crime|Drama|Thriller
1792,U.S. Marshals (1998),Action|Crime|Thriller
1793,Welcome to Woop-Woop (1997),Comedy
165635,The Thinning (2016),Thriller
1794,Love and Death on Long Island (1997),Comedy|Drama
1797,Everest (1998),Documentary|IMAX
165639,While You Were Fighting: A Thor Mockumentary (2016),Comedy|Fantasy|Sci-Fi
1798,Hush (1998),Thriller
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
50954,It's a Boy Girl Thing (2006),Comedy|Romance
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1806,Paulie (1998),Adventure|Children|Comedy
165645,Bad Santa 2 (2016),Comedy
1809,Fireworks (Hana-bi) (1997),Crime|Drama
1810,Primary Colors (1998),Comedy|Drama
1812,Wide Awake (1998),Children|Comedy|Drama
1816,Two Girls and a Guy (1997),Comedy|Drama
116505,New Kids Nitro (2011),Action|Comedy
132888,Comedy Central Roast of James Franco (2013),Comedy
1824,Homegrown (1998),Comedy|Thriller
67361,Echelon Conspiracy (2009),Action|Mystery|Thriller
1825,The Players Club (1998),Comedy|Drama
1826,Barney's Great Adventure (1998),Adventure|Children
1829,Chinese Box (1997),Drama|Romance
165671,Ice Guardians (2016),Documentary
1831,Lost in Space (1998),Action|Adventure|Sci-Fi
1833,Mercury Rising (1998),Action|Drama|Thriller
1835,City of Angels (1998),Drama|Fantasy|Romance
1839,My Giant (1998),Comedy
1840,He Got Game (1998),Drama
116529,Stalingrad (2013),Action|Drama|War|IMAX
1844,Live Flesh (Carne trémula) (1997),Drama|Romance
1845,Zero Effect (1998),Comedy|Mystery|Thriller
100159,Sightseers (2012),Comedy
1855,Krippendorf's Tribe (1998),Comedy
1856,Kurt & Courtney (1998),Documentary
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
100163,Hansel & Gretel: Witch Hunters (2013),Action|Fantasy|Horror|IMAX
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama
1860,Character (Karakter) (1997),Drama
1862,Species II (1998),Horror|Sci-Fi
1863,Major League: Back to the Minors (1998),Comedy
1867,Tarzan and the Lost City (1998),Action|Adventure
51024,The Odyssey (1997),Adventure|Drama|Fantasy
149330,A Cosmic Christmas (1977),(no genres listed)
67408,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX
1875,Clockwatchers (1997),Comedy
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
149334,Nocturnal Animals (2016),Drama|Thriller
83796,Anything for Her (Pour elle) (2008),Crime|Drama|Thriller
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
1882,Godzilla (1998),Action|Sci-Fi|Thriller
83803,Day & Night (2010),Animation|Children
1883,Bulworth (1998),Comedy|Drama|Romance
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
51037,Unknown (2006),Drama|Mystery|Thriller
1887,Almost Heroes (1998),Adventure|Comedy|Western
1888,Hope Floats (1998),Comedy|Drama|Romance
1889,Insomnia (1997),Drama|Mystery|Thriller
100194,Jim Jefferies: Fully Functional (EPIX) (2012),Comedy
149350,Lumberjack Man (2015),Comedy|Horror
1893,Beyond Silence (Jenseits der Stille) (1996),Drama
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
149354,Sisters (2015),Children|Comedy
1897,High Art (1998),Drama|Romance
149352,Daddy's Home (2015),Comedy
1902,Dream for an Insomniac (1996),Drama|Romance
1904,Henry Fool (1997),Comedy|Drama
1906,Mr. Jealousy (1997),Comedy|Romance
83827,Marwencol (2010),Documentary
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1910,I Went Down (1997),Comedy|Crime|Drama
1911,Dr. Dolittle (1998),Comedy
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1913,Picnic at Hanging Rock (1975),Drama|Mystery
1914,Smoke Signals (1998),Comedy|Drama
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1919,Madeline (1998),Children|Comedy
1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1921,Pi (1998),Drama|Sci-Fi|Thriller
1922,Whatever (1998),Drama
1923,There's Something About Mary (1998),Comedy|Romance
100226,Why Stop Now (2012),Comedy|Drama
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi
51077,Ghost Rider (2007),Action|Fantasy|Thriller
149380,'Tis the Season for Love (2015),Romance
1927,All Quiet on the Western Front (1930),Action|Drama|War
1928,Cimarron (1931),Drama|Western
51080,Breach (2007),Drama|Thriller
1929,Grand Hotel (1932),Drama|Romance
51082,Tyler Perry's Daddy's Little Girls (2007),Comedy|Romance
1931,Mutiny on the Bounty (1935),Adventure|Drama
51084,Music and Lyrics (2007),Comedy|Romance
1934,You Can't Take It with You (1938),Comedy|Romance
1936,Mrs. Miniver (1942),Drama|War
51088,Reno 911!: Miami (2007),Comedy
1937,Going My Way (1944),Comedy|Drama|Musical
51091,Black Snake Moan (2006),Drama
1940,Gentleman's Agreement (1947),Drama
1941,Hamlet (1948),Drama
1942,All the King's Men (1949),Drama
1944,From Here to Eternity (1953),Drama|Romance|War
1945,On the Waterfront (1954),Crime|Drama
1946,Marty (1955),Drama|Romance
1947,West Side Story (1961),Drama|Musical|Romance
1948,Tom Jones (1963),Adventure|Comedy|Romance
149406,Kung Fu Panda 3 (2016),Action|Adventure|Animation
1950,In the Heat of the Night (1967),Drama|Mystery
1951,Oliver! (1968),Drama|Musical
1952,Midnight Cowboy (1969),Drama
1954,Rocky (1976),Drama
1955,Kramer vs. Kramer (1979),Drama
1956,Ordinary People (1980),Drama
1957,Chariots of Fire (1981),Drama
1958,Terms of Endearment (1983),Comedy|Drama
1959,Out of Africa (1985),Drama|Romance
1961,Rain Man (1988),Drama
1962,Driving Miss Daisy (1989),Drama
1963,Take the Money and Run (1969),Comedy|Crime
1964,Klute (1971),Drama|Mystery
1965,Repo Man (1984),Comedy|Sci-Fi
1966,Metropolitan (1990),Comedy
1967,Labyrinth (1986),Adventure|Fantasy|Musical
100277,Tabu (2012),Drama|Romance
1974,Friday the 13th (1980),Horror|Mystery|Thriller
1975,Friday the 13th Part 2 (1981),Horror
1976,Friday the 13th Part 3: 3D (1982),Horror
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror
1978,Friday the 13th Part V: A New Beginning (1985),Horror
1979,Friday the 13th Part VI: Jason Lives (1986),Horror
1980,Friday the 13th Part VII: The New Blood (1988),Horror
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
116668,Dead Snow 2: Red vs. Dead (2014)),Action|Comedy|Horror
1982,Halloween (1978),Horror
1983,Halloween II (1981),Horror
1984,Halloween III: Season of the Witch (1982),Horror
1985,Halloween 4: The Return of Michael Myers (1988),Horror
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror
1987,Prom Night (1980),Horror
1990,Prom Night IV: Deliver Us From Evil (1992),Horror
1991,Child's Play (1988),Horror|Thriller
1992,Child's Play 2 (1990),Horror|Thriller
1993,Child's Play 3 (1991),Comedy|Horror|Thriller
1994,Poltergeist (1982),Horror|Thriller
1995,Poltergeist II: The Other Side (1986),Horror|Thriller
1996,Poltergeist III (1988),Horror|Thriller
1998,Exorcist II: The Heretic (1977),Horror
67534,Big Stan (2007),Comedy
100302,Upside Down (2012),Drama|Romance|Sci-Fi
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
165843,Risk (2016),Documentary
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
2003,Gremlins (1984),Comedy|Horror
100306,Angst  (1983),Drama|Horror
2004,Gremlins 2: The New Batch (1990),Comedy|Horror
2007,Polish Wedding (1998),Comedy
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
2010,Metropolis (1927),Drama|Sci-Fi
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
2014,Freaky Friday (1977),Children|Comedy|Fantasy
51167,My Father and My Son (Babam ve oglum) (2005),Drama
2017,Babes in Toyland (1961),Children|Fantasy|Musical
2018,Bambi (1942),Animation|Children|Drama
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
2020,Dangerous Liaisons (1988),Drama|Romance
2021,Dune (1984),Adventure|Sci-Fi
51174,Factory Girl (2006),Drama
100326,Stand Up Guys (2012),Comedy|Crime
2025,Lolita (1997),Drama|Romance
2026,Disturbing Behavior (1998),Horror|Thriller
2027,Jane Austen's Mafia! (1998),Comedy|Crime
2028,Saving Private Ryan (1998),Action|Drama|War
116718,Volga - Volga (1938),Comedy|Musical
34800,Private Resort (1985),Comedy
2035,Blackbeard's Ghost (1968),Children|Comedy
2036,Blank Check (1994),Children|Comedy
2037,Candleshoe (1977),Adventure|Children|Comedy
116724,You Are the Apple of My Eye (2011),Comedy|Drama|Romance
2041,Condorman (1981),Action|Adventure|Children|Comedy
133115,We Could Be King (2014),Documentary
2042,D2: The Mighty Ducks (1994),Children|Comedy
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
34811,Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
83969,Down Argentine Way (1940),Comedy|Drama|Romance
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
116738,DeadHeads (2011),Adventure|Comedy|Horror
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
149508,Spellbound (2011),Comedy|Romance
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western
2056,In Search of the Castaways (1962),Adventure|Children
2060,BASEketball (1998),Comedy
2064,Roger & Me (1989),Documentary
2066,Out of the Past (1947),Film-Noir
2067,Doctor Zhivago (1965),Drama|Romance|War
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
2070,Tender Mercies (1983),Drama|Romance|Western
2071,And the Band Played On (1993),Drama
182293,Hare-um Scare-um (1939),Animation|Children|Comedy
2073,Fandango (1985),Comedy
182299,Porky's Hare Hunt (1938),Animation|Children|Comedy
2075,Mephisto (1981),Drama|War
182297,Porky in Wackyland (1938),Animation|Comedy|Fantasy
2076,Blue Velvet (1986),Drama|Mystery|Thriller
100383,Side Effects (2013),Crime|Drama|Mystery|Thriller
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
67618,Strictly Sexual (2008),Comedy|Drama|Romance
2084,Newsies (1992),Children|Musical
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
100390,Identity Thief (2013),Comedy|Crime
